barcode,brand,product_name,size,category_1,category_2,category_3
080387619941,COLUMBIA WINERY,COLUMBIA WINERY SYRAH WASHINGTON 1 CT .75  - 0080387619941,750 ML,RED WINE,TABLE,SHIRAZ/SYRAH
800897836863,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP MICRO BROW WATERPROOF PENCIL CHOCOLATE MBP,3.0000000000000001E-3 OZ,COLOR COSMETICS,EYE,EYEBROW
016500567707,ALKA SELTZER PLUS,"ALKA SELTZER PLUS DT COLD & FLU ADLT C/F L GEL/SFT GEL AC, DXM, PE 20 CT RP 20 CT - 1650056770",20 CT,HEALTH & WELLNESS,UPPER RESPIRATORY,ADULT COLD/FLU
039278612202,TAZO,TAZO CALM CHAMOMILE HERBAL TEA CAFFEINE FREE - 20 BAGS,NULL,TOTAL TEA,LEAF TEA,HERBAL
041554284836,MAYBELLINE,MBLNE CLR SNSTNL ORIGINAL STP LP CLR STCK SATIN TBE,1 CT,COLOR COSMETICS,LIP,LIPSTICK
018000289714,PILLSBURY,BUTTERMILK FLAVORED BISCUITS,12 PACK,BAKING,CRUSTS & DOUGH,BISCUITS/DINNER ROLLS
077043002223,ST IVES,ST IVES OATMEAL & SHEA BUTTR WASH SOAP PLASTIC BOTTLE RP 16 OZ - 0077043002221,16 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
2700719487601,AXE,AXE STYLING ADRENALINE SPIKED UP LOOK EXTREME HOLD STYLING PUTTY PUTTY REGULAR HAIR STYLING PRODUCT RP 2.64 OZ - 2700719487601,2.64 OZ,DAILY HAIR CARE,STYLING,MUD/PUTTY/PASTE
077567001955,MAGNUM,MAGNUM FROZEN MILK CHOC VANILLA ICE CREAM REGULAR 44.4 OZ - 0077567001951,44.4 OZ,PACKAGED ICE CREAM,CREAM BASED,ICE CREAM
095008012865,ESSIE,ESSIE C CVS NAIL BAR FULL SUM,1 CT,NAIL,NAIL,ENAMEL
016000509818,BETTY CROCKER,BETTY CROCKER BROWNIE CARAMEL SNACK BAR - 1 COUNT,1 PACK,SNACK BARS,WHOLESOME SNACKS,CHEWY SNACK BAR
079400052490,DOVE,DOVE NUTRITIVE SOLUTIONS MOISTURIZING HAIR CONDITIONER LIQUID NORMAL TO DRY RP 25.4 OZ - 0079400052493,25 OZ,DAILY HAIR CARE,WASH & CARE,CONDITIONER X DRY
095008023229,ESSIE,ES NL LCQR LQD TRBL TXT STYL BTL,1 CT,NAIL,NAIL,ENAMEL
643628001679,PONDS,PONDS CREAM FACIAL MOISTURIZER DRY PLASTIC JAR RP 15.8 OZ - 0643628001672,15.8 OZ,FACE,FACIAL MOISTURIZERS INCL ANTI AGE / SERUMS,FACIAL MOISTURIZERS INCL ANTI AGE / SERUMS
079400006363,DOVE,DOVE INTENSE DAMAGE THERAPY HAIR REPAIRING HAIR CONDITIONER LIQUID DAMAGED RP 40 OZ,40 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
011111401525,DOVE,DOVE PURELY PAMPERING PISTACHIO CREAM WASH SOAP PLASTIC BOTTLE SP 24 OZ,24 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
048001010499,MAILLE,MAILLE BROWN OLD STYLE MUSTARD 8.5 OZ - 0048001010491,9.9 OZ,SPOONABLES,MUSTARD,MUSTARD
011111025240,DOVE,DOVE PURIFY DETOX SOAP 6 CT,NULL,PERSONAL WASH,BAR SOAP,BAR SOAP INCL FACE
050428294642,CVS,SENNA PLUS DOCUSATE SODIUM 50 MG SENNOSIDES 86 MG TABLETS,180 ,GI CARE,LAXATIVES,STIMULANT LAXATIVE
720815987234,SEAGRAMS GIN,RED BERRY FLAVORED VODKA,750  ML,TOTAL SPIRITS,VODKA,FLAVORED
076808004106,BARILLA,BARILLA PASTA AND PIZZA SAUCE ITALIAN TRADITIONAL SAUCE 24 OZ,24 OZ,SAUCE,NON ORGANIC SAUCE,ITALIAN TRADITIONAL SAUCE
028400245555,DORITOS,DORITOS TORTILLA CHIPS COOL RANCH 17.125 OZ 1 CT,17.125 OZ,FLNA,SALTY SNACKS,TORTILLA CHIPS
071673022453,BOYERS,BOYERS WHITE BREAD,20 OZ,MAINSTREAM,OTHER BREAD,BREAD
911111558703,MCDONALDS,CHICKEN MCNUGGETS (20) & LARGE FRY (2), ,ENTREE,CHICKEN_DISH,CHICKEN_STRIPS_NUGGETS
092567144013,TRADITIONAL HOME,BHG TRADITIONAL HO (EACH), ,MAGAZINES,FAMILY/HOME,HOME
024100103454,CHEEZ-IT,"CHEEZ-IT GROOVES SHARP WHITE CHEDDAR CHEESE CRACKERS, 3.25 OZ",3.25 OZ,COOKIES AND CRACKERS,CRACKER CHIP,CHEESE CRACKER
050428610466,CVS,PIG NOSE DETOXIFYING PORE STRIPS CHARCOAL,NULL,FACIAL SKIN CARE,FACIAL CLEANSER,PORE CLEANSING STRIPS
764302017257,SHEA MOISTURE,SHEA/MST WIG WVE COND 2N1 DTN 8Z,8 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
048001211247,HELLMANN'S/BEST FOODS,BST FDS SPRD MYNS BTL 24 FL OZ,24 OZ,SPOONABLES,SPOONABLES,MAYONNAISE
705599011542,KODIAK CAKES,KODIAK CAKES MUFFIN 2.36OZ,2.36 OZ,GROCERY,BAKING,MUFFIN MIX
034100572150,MILLER LITE,MILLER LITE 24 PACK 12OZ GL BTL,12 OZ,BEER,PREMIUM LIGHT,24PK 12OZ GL BTL
041554540765,MAYBELLINE,MAYBELLINE THE CITY MINI EYESHADOW PALETTE MAKEUP GIRLS NIGHT GLIMMER,1 CT,COLOR COSMETICS,EYE,EYE SHADOW
615908409741,TIGI,TIGI BED HEAD SA HAIR SHAMPOO CLEAR TRTD LIQUID BOTTLE 13.5 FL OZ,13 OZ,DAILY HAIR CARE,WASH & CARE,WASH & CARE
052651000304,DICKINSON BRANDS,"DICKINSON BRANDS HEMORRHOIDAL PADS, 100CT",NULL,FIRST AID,TREAT - ALL OTHER,TREATMENTS
041540843016,PAPER MATE,84301 BLACK POROUS POINT PEN 12-PK,12 CT,WRITING INSTRUMENTS,PENS,POROUS PENS
885222397189,MUSCLE MILK,"CYTOSPORT MUSCLE MILK SNACK PROTEIN BAR, CHOCOLATE PEANUT CARAMEL, 45 G., PACK OF 12",NULL,FLNA,ENGINEERED NUTRITION,PROTEIN BAR
050428355350,CVS,"CVS HEALTH EXTREME SPORT FINGERTIP & KNUCKLE BANDAGES ASSORTED, 20 CT",NULL,FIRST AID,ADH BNDG - STANDARD,ADHESIVE BANDAGES
011111085800,DOVE MEN+CARE,DOVE MEN PLUS CARE SOAP 10 CT DEEP CLEAN SP 42.5 OZ,43 OZ,PERSONAL WASH,BAR SOAP,BAR SOAP INCL FACE
012000182150,MOUNTAIN DEW,DIET MTN DEW SODA LOW CALORIE 16 OZ 1 CT,16 OZ,LRB,CSD,CSD
072945611900,SARA LEE,SARA LEE (BBU) BUTTER BREAD,20 OZ,MAINSTREAM,SARA LEE ARTESANO ALFAROS BREAD,BREAD
028400080729,LAYS,LAY'S KETTLE COOKED POTATO CHIPS ORIGINAL 1.375 OZ 1 CT,1.375 OZ,FLNA,SALTY SNACKS,POTATO CHIPS
850551005975,SIR KENSINGTONS,SIR KENSINGTONS YELLOW DIJON MUSTARD 9 OZ - 0850551005971,9 OZ,SPOONABLES,MUSTARD / KETCHUP,MUSTARD
911111514662,MCDONALDS,HOT FUDGE SUNDAE, ,DESSERT,ICE_CREAM,SUNDAE
615908423136,TIGI,TIGI BED HEAD COLOUR GODDESS COLOR DEFENDING HAIR CONDITIONER CREAM COLOR TREATED RP 6.76 OZ - 0615908423131,6 OZ,DAILY HAIR CARE,WASH & CARE,CONDITIONER X DRY
818094003674,ROCKSTAR,ROCKSTAR RECOVERY LEMONADE CAN 16 OZ 10 CT,16 OZ,LRB,ENERGY DRINKS,CSD
036000195293,HUGGIES,HUGGIES NATURAL CARE PREMOISTENED BABY WIPE BAG ON GO AL HYPO ALLERGENIC FRAGRANCE,40 COUNT,TOTAL WIPES,BABY WIPES,BUNDLED
079400449870,AXE,"AXE PHOENIX BODY WASH TWIN PACK BOX SET WITH BODY SPRAY, 4 PIECES",NULL,PERSONAL WASH,BODY WASH X ACNE,BODY WASH X ACNE
305210417311,VASELINE,VASELINE MEN REGULAR SKIN MOISTURIZER LOTION DRY ROUGH RELIEVES AND HEALS RP 3.1 OZ,3 OZ,BODY CARE,HAND AND BODY LOTION,THERAPY
016000336001,BETTY CROCKER,BETTY CROCKER BUTTER AND HERB MASHED INSTANT POTATO MIX FLAKE 7.2 OZ - 0016000336001,7.2 OZ,PACKAGED MEALS/SIDE DISHES,SIDE DISHES,BOXED POTATOES
071249649343,LOREAL PARIS COSMETICS,LOREAL PARIS CANCELLED PARADISE GLOSS SHADE,1 CT,COLOR COSMETICS,LIP,LIP GLOSS
076840101764,BEN AND JERRYS,BEN & JERRYS FROZEN FOSSIL FUEL ICE CREAM REGULAR FAT CONTENT 16 OZ,16 OZ,PACKAGED ICE CREAM,PACKAGED ICE CREAM,ICE CREAM
028400300544,DORITOS,DORITOS TORTILLA CHIP FLAMIN' HOT NACHO 3.125 OZ 1 CT,3.125 OZ,FLNA,SALTY SNACKS,TORTILLA CHIPS
016000163669,CHEERIOS,CHOC PB CHEERIOS CEREAL LARGE,1 PACK,CEREAL,RTE CEREAL,FAMILY
077567254580,BREYERS,BREYERS TAKE TWO FROZEN VANILLA AND ORANGE SHERBET & ICE CREAM REGULAR FAT CONTENT 48 OZ,48 OZ,PACKAGED ICE CREAM,PACKAGED ICE CREAM,SHERBET
080089712544,NYX PROFESSIONAL MAKEUP,NYX EYE SHDW SNGL PAN PWDR,1 CT,COLOR COSMETICS,EYE,EYE SHADOW
764302264002,SHEA MOISTURE,SHEA MOISTURE LAVENDER SKIN MOISTURIZER OIL CALMING RELAXING RP .45 OZ - 0764302264001, OZ,BODY CARE,HAND AND BODY LOTION,HBL+ AQUAPHOR/PL SEGMENT
012000016431,MOUNTAIN DEW,MTN DEW AMP ENERGY DRINK ORIGINAL 16 OZ,NULL,LRB,ENERGY DRINKS,CSD
072940757016,TUTTOROSSO,TUTTOROSSO TOMATO PUREE 28Z,28 OZ,GROCERY,PREMADE SAUCES,CONDIMENTS
095008034348,ESSIE,ESSIE GEL COUTURE NAIL POLISH BUTTONED & BUFFED,1 CT,NAIL,NAIL,ENAMEL
095008040189,ESSIE,ESSIE GEL COUTURE PRO LONGWEAR NAIL POLISH TIMELESS TWEEDS STEEPED WITH STYLE,1 CT,NAIL,NAIL,ENAMEL
800897191177,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP PRO TOOLS PRO FOUNDATION PALETTE,1 CT,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
050428336502,CVS,A 8000 IU EYE SKIN AND IMMUNE HEALTH DIETARY SUPPLEMENT,NULL,VITAMINS AND SUPPLEMENTS,VITAMINS,VITAMIN A
050428559505,CVS,"GOLD EMBLEM MINT SANDWICH COOKIES, 10.6 OZ",NULL,SNACKS,COOKIES BULK,COOKIES
036000142457,HUGGIES,HUGGIES PURE AND NATURAL SIZE THREE DISPOSABLE DIAPER BAG DISNEY TRADEMARK MLT,SIZE 3,DIAPERS,AB,BIG PK
052000338775,GATORADE,GATORADE THIRST QUENCHER LEMON LIME 32 OZ 1 CT,32 OZ,LRB,SPORTS DRINK,NCB
071249638521,LOREAL PARIS COSMETICS,LOREAL PARIS INFALLIBLE PRO MATTE LIQUID LIPSTICK UP TO HR WEAR COWBOY,1 CT,COLOR COSMETICS,LIP,LIPSTICK
840243101948,BLUE BUFFALO,BLUE WILDERNESS GRAIN-FREE RED MEAT FEAST ROCKY MOUNTAIN RECIPE NATURAL FOOD FOR CATS,3 OUNCE,PET FOOD,CAT FOOD,WET CAT FOOD
046100410134,SARGENTO,SARGENTO NATURAL SHARP YELLOW CHEDDAR REDUCED FAT 33 PERCENT LS FAT SHREDDED BAG 8 OZ,8 OZ,SHREDDED CHEESE,SHREDDED CHEESE,SHARP CHEDDAR
075137703353,NEW SKIN,NEW-SKIN LIQUID BANDAGE,NULL,FIRST AID,WC ADHESIVE BAND,WOUND CARE
052000130638,PROPEL,PROPEL  MELON PEAR   500ML,NULL,LRB,WATER,NCB
076840400225,BEN AND JERRYS,BEN & JERRY DOUBLEN MDSL TUB ALL NATURAL ICE CREAM 16 FL OZ,16 OZ,PACKAGED ICE CREAM,PACKAGED ICE CREAM,PACKAGED ICE CREAM
800897169923,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP CREAM LIPSTICK LINE & LOAD ALL IN ONE LIPPIE,1 CT,COLOR COSMETICS,LIP,LIPSTICK
095008038155,ESSIE,ES NL CLR LQD CGHT ON TP BTL,1 CT,NAIL,NAIL,ENAMEL
016000151376,CHEERIOS,STRAWBERRY YOGURT BURST CHEERIOS RTE CEREAL - MEDIUM SIZE,1 PACK,CEREAL,RTE CEREAL,FAMILY
081434315700,NOBILO ICON,NOBILO ICON PINOT GRIS NEW ZEALAND 1 CT .75  - 0081434315701,750 ML,WHITE WINE,TABLE,PINOT GRIGIO/PINOT GRIS
3614225964640,COTY FRAGRANCES,1.0 OZ EDT,1 OZ,PESONAL CARE,FRAGRANCE,COLOGNE
012000192159,MTN DEW AMP,"MOUNTAIN DEW AMP GAME FUEL, WATERMELON ZERO SUGAR, 16 FL OZ. CANS (12 PACK)",16 OZ,LRB,ENERGY DRINKS,CSD
061590842043,TIGI,TIGI BED HEAD HARD HEAD HAIR SPRAY AEROSOL SPRAY HOLDING RP 10 OZ,10 OZ,DAILY HAIR CARE,STYLING,AEROSOL
068213022127,MOLSON CANADIAN,MOLSON CANADIAN 6 PACK 12OZ GL BTL,12 OZ,BEER,IMPORT,6PK 12OZ GL BTL
050428437360,CVS,BREATHABLE GENTLE TAPE,NULL,FIRST AID,TAPE,FIRST AID TAPE
016000159037,CHEERIOS,"HONEY NUT CHEERIOS RTE CEREAL - LARGE SIZE, 2 PACK",2 PACK,CEREAL,RTE CEREAL,FAMILY
911111521189,MCDONALDS,ICED CARAMEL COFFEE - MEDIUM,MEDIUM ,NON_ALCOHOL_BEVERAGE,COLD_BEVERAGE,COFFEE_ICED_FLAVOR
018000006755,PILLSBURY,PILLSBURY CINNAMON CINNAMON ROLL DOUGH REFRIGERATED 12.4 OZ - 0018000006752,NULL,BAKING,CRUSTS & DOUGH,CINNAMON ROLLS
079400086020,DEGREE MEN,DEGREE MEN DEODORANT INTENSE SPORT PLSTC WRP PLSTC CNTN RP 6 OZ - 0079400086021,3 OZ,APDEO,APDEO X BODY SPRAY/MISTS,APDEO X BODY SPRAY/MISTS
911112763915,KFC,BUFFALO WINGS, ,APPETIZER,WINGS,CHICKEN_WING_SPICED
016000164062,BETTY CROCKER,BETTY CROCKER COOKIE MIX APPLE BROWN SUGAR,NULL,BAKING,BAKING MIXES,COOKIE MIX
041554538793,MAYBELLINE,MBLNE SUPERSTAY HR STP LP CLR LQD TBE,1 CT,COLOR COSMETICS,LIP,LIPSTICK
0000001831801,PILLSBURY,BUTTER CREAM ICING FLAVOR FLAKY CINNAMON ROLLS,8 PACK,BAKING,CRUSTS & DOUGH,CINNAMON ROLLS
072067138859,TICONDEROGA,TIC #2.5 MED PNCL YEL 12 BX, ,HOUSEHOLD,OFFICE SUPPLIES,YELLOW PENCILS
766770639719,FAMOUS AMOS,CARAMEL AND CHOCOLATE CHIP COOKIES,7 OZ,CONFECTIONS,CONFECTIONS,COOKIES
036000432985,PULL-UPS,PULL-UPS DISPOSABLE TRAINING PANT 54 COUNT,SM/MD,TRAINING PANTS,TRAINING PANTS,BIG
028400634496,LAYS,LAY'S SRIRACHA POTATO CHIPS 9.75 OZ 1 CT,9.75 OZ,FLNA,SALTY SNACKS,POTATO CHIPS
048500219669,TROPICANA,TROPICANA PURE PREMIUM  ORANGE TANGERINE   1.75L/6,NULL,LRB,J&D,NCB
016000267114,FIBER ONE,FIBER ONE CHOCOLATE MOCHA CHEWY BAR - 5 COUNT,5 PACK,SNACK BARS,NUTRITIONAL BAR,ADULT TARGETED HEALTH
036000406870,HUGGIES,HUGGIES OVERNITES SIZE FOUR SUPER MEGA DISPOSABLE DIAPER EXTRA ABSORPTION BAG LCNS T,NULL,DIAPERS,AB,BIG PK
041554578751,MAYBELLINE,MAYBELLINE BROW FAST SCULPT EYEBROW ENHANCER,0.09 OZ,COLOR COSMETICS,EYE,EYEBROW
720815989061,SEAGRAMS GIN,VODKA COOKIES & CREAM,750  ML,TOTAL SPIRITS,VODKA,NON FLAVORED
072440140790,SHAPE,SHAPE PREMIUM (EACH), ,MAGAZINES,HEALTH/FITNESS,HEALTH FITNESS GENERAL
071249311240,LOREAL PARIS COSMETICS,LP COLOUR RICHE PENCIL PERFECT EYE LNRS PNCL,1 CT,COLOR COSMETICS,EYE,EYE LINER
028400153317,OFF THE EATEN PATH,OFF THE EATEN PATH SALTED SNACK LIME & CRACKED PEPPR BAG 1.35 OZ,NULL,FLNA,SALTY SNACKS,FRUIT/VEGGIE CHIPS
816401024664,ANCIENT NUTRITION,MULTI COLLAGEN PROTEIN - BEAUTY + SLEEP,468 GRAMS,HEALTH & WELLNESS,SUPPLEMENTS,PROTEIN
739510000049,SOBE,SBLWMNGOMLON0CAL 20OZSBPLBOT,OZ,LRB,J&D,NCB
062338985527,AIR WICK,AIR WICK ESN MST SCENTED OIL REFILL LVND ALMN BLSM BTL ON CRD 0.67 FL OZ 006233898552,67 OZ,AIR CARE,MIST DIFFUSER,MIST DIFFUSER
013562113675,ANNIES HOMEGROWN,AH MWO DINNER KIT CHEESY PIZZA,NULL,MACARONI & CHEESE,DRY MACARONI & CHEESE MIX,ELBOW
011111123410,DOVE,DOVE REGULAR WASH SOAP PLASTIC BOTTLE RP 12 OZ - 0011111123414,12 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
050428362631,CVS,ULTRA STRENGTH ANTACID TABLETS,NULL,GI CARE,ACID RELIEF,ACID NEUTRALIZER
036000436389,HUGGIES,HUGGIES LITTLE MOVERS PLUS SIZE SIX DISPOSABLE DIAPER BOX DISNEY TRADEMARK,NULL,DIAPERS,AB,SUPER COLOSSAL
092265030090,FIRST AID ONLY,"FIRST AID ONLY ELASTIC BANDAGE WRAP WITH 2-FASTENER 15 FT X 2 IN., TAN",NULL,EXTERNAL PAIN,FITNESS,MUSCLE/BODY
071249629390,LOREAL PARIS COSMETICS,LOREAL PARIS ROUGE SIGNATURE MATTE METALLIC LIP COLOR HOLIDAY KIT SCINTILLATE KIT,1 CT,COLOR COSMETICS,LIP,LIPSTICK
050428504413,CVS,PERSONAL LUBRICANT SAMPLER,NULL,SEXUAL HEALTH,LUBRICANTS,LIQUID
041100003089,COPPERTONE,COPPERTONE FOAMING LOTION OIL FREE SUNSCREEN LOTION,NULL,BEAUTY,SKIN CARE,SUN & TANNING
884486224620,ESSIE,ESSIE NAIL POLISH WITH THE BAND RED NAIL POLISH,1 CT,NAIL,NAIL,ENAMEL
036000342888,U BY KOTEX,U BY KOTEX TAMPON SUPER PLASTIC UNSCENTED FL SIZE 4 CT,4 COUNT,FEMININE CARE,TAMPONS,SUPER
036000499018,HUGGIES,HUGGIES DISPOSABLE DIAPER 172 COUNT,NULL,DIAPERS,AB,HI
079400359445,AXE,AXE WHATEVER MESSY LOOK STYLING PASTE PASTE REGULAR HAIR STYLING PRODUCT RP 2.64 OZ,3 OZ,DAILY HAIR CARE,STYLING,MUD/PUTTY/PASTE
052000050622,GATORADE,GATORLYTE WATERMELON ELECTROLYTE BEVERAGE 20 OZ 1 CT,20 OZ,LRB,SPORTS DRINK,NCB
038137003656,AVEENO,"AVEENO 1% HYDROCORTISONE ANTI-ITCH CREAM, 1 OZ",NULL,FIRST AID,TREAT - ANTI ITCH,TREATMENTS
035000671219,COLGATE MOUTHWASH,COLGATE TOTAL MOUTHWASHES AND BREATH FRESHENERS 8.4 FL OZ,8.4 OZ,MOUTHWASH,MULTI BENEFIT,SMALL
041554579130,MAYBELLINE,MAYBELLINE NEW YORK RADIANT LIQUID HYDRATING FOUNDATION SANDY BEIGE,1 OZ,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
071641137639,SHARPIE,13763 BLACK FINE TIP PERMANENT MARKER 3-PK,3 CT,WRITING INSTRUMENTS,MARKERS,PERMANENT MARKERS
079400388841,SUAVE,SUAVE PROFESSIONALS VISIBLE GLOW REGULAR SKIN MOISTURIZER LOTION FAIR TO MEDIUM MOISTURIZING SP 7.5 OZ,8 OZ,BODY CARE,HAND AND BODY LOTION,COLOR DHA
052000506327,PROPEL,PROPEL ZERO KIWI STRAWBERRY FITNESS WATER PLSTC WRPD PLST BTLS 6 CT 101.4 OZ,NULL,LRB,WATER,NCB
012000206269,MOUNTAIN DEW,MTN DEW ZERO SUGAR SODA FROST BITE BOTTLE 16 OZ 1 CT,16 OZ,LRB,CSD,CSD
7791293034737,AXE,AXE COLLISION CUERO PLUS COOKIES BODY DEODORANT SPRAY FRESH 48 HOUR PLASTIC CONTAINER RP 5.07 OZ - 7791293034731,5.07 OZ,APDEO,BODY SPRAY/MISTS,BODY SPRAY/MISTS
071249080450,LOREAL PARIS COSMETICS,LP COLOUR JUICE STP LP GLS LQD TBE,1 CT,COLOR COSMETICS,LIP,LIP GLOSS
079400277176,SUAVE MEN,SUAVE FOR MEN CLEANSE CONDITION SHMP AND CNDR IN ONE LIQUID PLASTIC BOTTLE SP 18.1 OZ - 0079400277171, ,DAILY HAIR CARE,WASH & CARE,REGULAR/ BASIC SHAMPOO
012000170461,MOUNTAIN DEW,MTN DEW GAME FUEL SODA WILD FRUIT PUNCH CAN IN BOX 8 CT 96 OZ,NULL,LRB,ENERGY DRINKS,CSD
036000106695,COTTONELLE,COTTONELLE CLEAN CARE TOILET TISSUE 1 PLY 231 COUNT 4 COUNT X3,4 ROLLS,BATH TISSUE,BATH TISSUE PREMIUM,BUNDLED
050428332597,CVS,"GOLD EMBLEM ABOUND SWEET SRIRACHA ROASTED CHICKPEAS, 1.2 OZ",NULL,SNACKS,SALTY SINGLE,SALTY SNACKS
028400300575,DORITOS,DORITOS TORTILLA CHIP DINAMITA ROLLED CHILE LIMON 4.25 OZ 1 CT,4.25 OZ,FLNA,SALTY SNACKS,TORTILLA CHIPS
038590033702,AMERICAN MEDICAL ID,"AMERICAN MEDICAL ID STAINLESS LARGE SILICONE FLEX BRACELET, 8""",NULL,FIRST AID,ACCS - ACCESSORIES,ACCESSORIES
705599012389,KODIAK CAKES,KODIAK CAKES ENERGY CAKES PUMPKIN FLAX MIX,18 OZ,GROCERY,BAKING,PANCAKE & WAFFLE MIX
2690089031217,TIGI,TIGI BED HEAD UPTIGHT ULTRA LIGHT CURL ACTIVATOR SPRAY REGULAR HAIR STYLING PRODUCT RP 8 OZ,8 OZ,DAILY HAIR CARE,STYLING,SPRAYS/SPRITZ
050428613580,CVS,SAFFRON MENSTRUAL SUPPORT WITH SAFFSERENE SUPPORTS EMOTIONAL HEALTH AND MOOD BALANCE DIETARY SUPPLEMENT CAPSULES,30 ,VITAMINS AND SUPPLEMENTS,SUPPLEMENTS,MOOD SUPPLEMENT
036000264005,KLEENEX,KLNX CLD CR POP UP WHT WTH AL WTH LTN CB UNSC FCL TS 3 PLY 70 CT,70 COUNT,FACIAL TISSUE,FACIAL TISSUE PREMIUM,SINGLE
050428414064,CVS,TAMPONS SUPER PLUS UNSCENTED,NULL,FEMININE CARE,TAMPON,TAMPON SUPER PLUS
076840003051,BEN AND JERRYS,BEN & JERRYS TOPPED SALTED CARAMEL BROWNIE ICE CREAM - 16 OZ,16 OZ,PACKAGED ICE CREAM,CREAM BASED,CARAMEL
048500203897,FRUTLY,FRUTLY 12 OZ 4 PK APPLE GRAPE,12 OZ,LRB,J&D,NCB
016000119604,CHEERIOS,HONEY NUT CHEERIOS RTE CEREAL - SINGLE SERVING,1 PACK,CEREAL,RTE CEREAL,FAMILY
068274347009,NESTLE,"NESTLE PURE LIFE JUSTICE LEAGUE COLLECTION PURIFIED BOTTLED WATER, 11.15 FL OZ. (PACK OF 6)",66.900000000000006 OZ,BEVERAGES,WATER MULTIPAK,UNFLAVORED WATER
079400176707,SUAVE,SUAVE PROFESSIONALS EXTREME STRENGTH STRENGTHENING ANTI BREAKAGE SHAMPOO LIQUID WEAK DAMAGED PLASTIC BOTTLE RP 14.5 OZ,15 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/ BASIC SHAMPOO
036000458626,GOODNITES,GOODNITES SIZE FOUR TO EIGHT SMALL TO MEDIUM HG PACK DISPOSABLE UNDERWEAR BOX,NULL,YOUTH PANTS,UNDERPANT,GIANT
028400300148,ROLD GOLD,ROLD GOLD PRETZEL THINS ORIGINAL 4 OZ 1 CT,4 OZ,FLNA,SALTY SNACKS,PRETZELS
028400420426,FRITOS,+FRITO SS CRNCP BAG REG 4.25 OZ 1 CT,4.25 OZ,FLNA,SALTY SNACKS,CORN CHIPS
050428346112,CVS,MAGNESIUM HYDROXIDE SALINE LAXATIVE,NULL,GI CARE,LAXATIVES,SALINE LAXATIVE
031254723728,NEOSPORIN,NEOSPORIN NEO TO GO! SPRAY,NULL,FIRST AID,TREAT - ANTIBIOTICS,TREATMENTS
080432115831,SEAGRAMS GIN,SEAG WTRMN TW GIN 70 24/375 US,375  ML,TOTAL SPIRITS,GIN,RTD
812608030026,ONETOUCH,ONE TOUCH DELICA PLUS LANCET 100CT,100 CT,HOME HEALTH CARE KITS,LANCET,NULL
050428458549,CVS,CVS HEALTH FIRST AID OUTDOOR PREP-PACK,NULL,FIRST AID,ACCS - FIRST AID KIT,ACCESSORIES
012000012914,TROPICANA,TROPICANA REGULAR CRANBERRY JUICE DRINK 1 CT 32 OZ,NULL,LRB,J&D,NCB
077567493040,POPSICLE,POPSICLE FIRECRACKER FROZEN ICE POP NOVELTY CHRY WHT LMN BL RSPB 40 CT 64 OZ,64 OZ,FROZEN NOVELTIES,FROZEN NOVELTIES,WATER ICE
764302203841,SHEA MOISTURE,SHEA MOISTURE VIRGIN COCONUT OIL FOAMING WASH SOAP PLASTIC BOTTLE PUMP RP 11 OZ - 0764302203841,11 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
879717006090,LIPTON,LIPTON KEURIG INDULGE ORANGE PEKOE CUT BLACK TEA - 12 CT,NULL,TOTAL TEA,LEAF TEA,BLACK
011111657090,CARESS,CARESS DAILY SILK SOAP 4 CT SP 12.6 OZ,12.6 OZ,PERSONAL WASH,BAR SOAP,BAR SOAP INCL FACE
071249417041,LOREAL PARIS HAIR COLOR,LOREAL PARIS CREME PERMANENT TRIPLE PROTECTION HAIR COLOR KIT,1 CT,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
011111312395,DOVE,DOVE SENSITIVE SKIN UNSCENTED BEAUTY BAR 6 CT  - 0011111312391,NULL,PERSONAL WASH,BAR SOAP,BAR SOAP INCL FACE
305210720138,VASELINE,VSLN LIP THR BLM JAR ON CRD 0.25 OZ, OZ,SELECT LIP CARE,SELECT LIP CARE,SELECT LIP CARE
036000526462,HUGGIES,HUGGIES DISPOSABLE DIAPER 40 COUNT,NULL,DIAPERS,AB,MEGA
071249216057,LOREAL PARIS COSMETICS,LOREAL PARIS PRO GLOSS RED FATALE,0.21 OZ,COLOR COSMETICS,LIP,LIP GLOSS
035000465481,COLGATE TOOTHPASTE,"ANTICAVITY FLUORIDE TOOTHPASTE, COOL MINT",7.6 OZ,TOOTHPASTE,MULTI BENEFIT,BASE
